1,149,TRUE,1616,477,TRUE,1645
2,163,TRUE,,488,TRUE,
3,165,FALSE,,504,TRUE,
4,160,TRUE,,523,TRUE,
5,179,TRUE,,549,TRUE,
6,184,TRUE,,569,TRUE,
7,186,TRUE,,592,TRUE,
8,199,TRUE,,616,TRUE,
9,207,TRUE,,628,TRUE,
10,210,TRUE,,633,TRUE,
11,211,TRUE,,651,TRUE,
12,212,TRUE,,681,TRUE,
13,228,TRUE,,711,TRUE,
14,241,TRUE,,748,TRUE,
15,242,TRUE,,776,TRUE,
16,265,TRUE,,805,TRUE,
17,269,TRUE,,827,TRUE,
18,271,TRUE,,844,TRUE,
19,287,FALSE,,868,TRUE,
20,286,TRUE,,877,TRUE,
21,295,TRUE,,884,TRUE,
22,296,FALSE,,889,TRUE,
23,293,TRUE,,894,TRUE,
24,300,TRUE,,903,TRUE,
25,301,TRUE,,907,TRUE,
26,302,TRUE,,914,TRUE,
27,304,TRUE,,932,TRUE,
28,308,TRUE,,950,TRUE,
29,320,TRUE,,963,TRUE,
30,322,FALSE,,976,TRUE,
31,321,TRUE,,1004,TRUE,
32,333,TRUE,,1028,TRUE,
33,350,FALSE,,1043,FALSE,
34,345,TRUE,,1040,TRUE,
35,348,FALSE,,1046,FALSE,
36,347,TRUE,,1046,TRUE,
37,351,FALSE,,1048,FALSE,
38,348,TRUE,,1042,TRUE,
39,349,FALSE,,1047,TRUE,
40,345,TRUE,,1064,TRUE,
41,353,TRUE,,1095,TRUE,
42,366,TRUE,,1126,TRUE,
43,376,TRUE,,1147,TRUE,
44,384,TRUE,,1161,TRUE,
45,387,TRUE,,1168,FALSE,
46,390,TRUE,,1159,FALSE,
47,391,FALSE,,1151,TRUE,
48,378,TRUE,,1154,TRUE,
49,382,TRUE,,1185,TRUE,
50,394,TRUE,,1214,TRUE,
51,409,TRUE,,1235,TRUE,
52,411,TRUE,,1245,TRUE,
53,415,TRUE,,1258,TRUE,
54,419,TRUE,,1268,TRUE,
55,424,TRUE,,1276,TRUE,
56,425,TRUE,,1280,TRUE,
57,427,TRUE,,1291,TRUE,
58,428,TRUE,,1309,TRUE,
59,436,TRUE,,1327,TRUE,
60,445,TRUE,,1350,TRUE,
61,446,TRUE,,1369,TRUE,
62,459,TRUE,,1401,TRUE,
63,464,TRUE,,1421,TRUE,
64,478,TRUE,,1450,TRUE,
65,479,TRUE,,1464,TRUE,
66,493,FALSE,,1478,FALSE,
67,492,TRUE,,1467,FALSE,
68,493,FALSE,,1459,FALSE,
69,482,TRUE,,1457,TRUE,
70,484,TRUE,,1467,TRUE,
71,491,TRUE,,1480,TRUE,
72,492,TRUE,,1490,TRUE,
73,497,TRUE,,1504,TRUE,
74,501,TRUE,,1516,TRUE,
75,506,TRUE,,1536,TRUE,
76,509,TRUE,,1556,TRUE,
77,521,TRUE,,1574,TRUE,
78,526,TRUE,,1592,TRUE,
79,527,TRUE,,1612,TRUE,
80,539,TRUE,,1632,TRUE,
81,546,TRUE,,1644,TRUE,
82,547,TRUE,,1660,TRUE,
83,551,TRUE,,1680,TRUE,
84,562,TRUE,,1697,TRUE,
85,567,TRUE,,1708,TRUE,
86,568,TRUE,,1731,TRUE,
87,573,TRUE,,1754,TRUE,
88,590,TRUE,,1777,TRUE,
89,591,TRUE,,1799,TRUE,
90,596,TRUE,,1821,TRUE,
91,612,TRUE,,1843,TRUE,
92,613,TRUE,,1851,FALSE,
93,618,TRUE,,1831,FALSE,
94,620,FALSE,,1807,FALSE,
95,593,TRUE,,1783,TRUE,
96,594,TRUE,,1787,TRUE,
97,596,TRUE,,1789,TRUE,
98,597,FALSE,,1805,TRUE,
99,596,TRUE,,1824,TRUE,
100,612,TRUE,,1846,TRUE,
101,616,TRUE,,1854,TRUE,
102,618,TRUE,,1859,TRUE,
103,620,TRUE,,1863,FALSE,
104,621,TRUE,,1854,FALSE,
105,622,FALSE,,1845,FALSE,
106,611,TRUE,,1836,FALSE,
107,612,TRUE,,1835,TRUE,
108,613,FALSE,,1838,TRUE,
109,610,TRUE,,1841,TRUE,
110,615,TRUE,,1865,TRUE,
111,616,TRUE,,1897,TRUE,
112,634,TRUE,,1935,TRUE,
113,647,TRUE,,1956,TRUE,
114,654,TRUE,,1965,TRUE,
115,655,TRUE,,1968,TRUE,
116,656,TRUE,,1972,TRUE,
117,657,TRUE,,1992,TRUE,
118,659,TRUE,,2013,TRUE,
119,676,TRUE,,2029,TRUE,
120,678,FALSE,,2056,TRUE,
121,675,TRUE,,2093,TRUE,
122,703,TRUE,,2140,TRUE,
123,715,TRUE,,2175,TRUE,
124,722,TRUE,,2207,TRUE,
125,738,TRUE,,2245,TRUE,
126,747,TRUE,,2272,TRUE,
127,760,TRUE,,2296,TRUE,
128,765,TRUE,,2320,TRUE,
129,771,TRUE,,2344,TRUE,
130,784,TRUE,,2365,FALSE,
131,789,TRUE,,2350,FALSE,
132,792,FALSE,,2331,FALSE,
133,769,TRUE,,2312,FALSE,
134,770,TRUE,,2305,TRUE,
135,773,FALSE,,2307,TRUE,
136,762,TRUE,,2351,TRUE,
137,772,TRUE,,2412,TRUE,
138,817,TRUE,,2465,TRUE,
139,823,TRUE,,2512,TRUE,
140,825,TRUE,,2552,TRUE,
141,864,FALSE,,2576,FALSE,
142,863,FALSE,,2564,FALSE,
143,849,TRUE,,2563,TRUE,
144,852,TRUE,,2582,TRUE,
145,862,TRUE,,2623,TRUE,
146,868,TRUE,,2656,TRUE,
147,893,TRUE,,2684,TRUE,
148,895,TRUE,,2716,TRUE,
149,896,TRUE,,2767,TRUE,
150,925,TRUE,,2816,TRUE,
151,946,FALSE,,2837,FALSE,
152,945,TRUE,,2836,TRUE,
153,946,FALSE,,2855,TRUE,
154,945,TRUE,,2863,TRUE,
155,964,FALSE,,2880,TRUE,
156,954,TRUE,,2885,TRUE,
157,962,TRUE,,2907,TRUE,
158,969,TRUE,,2949,TRUE,
159,976,TRUE,,2987,TRUE,
160,1004,TRUE,,3026,TRUE,
161,1007,TRUE,,3051,TRUE,
162,1015,TRUE,,3081,TRUE,
163,1029,TRUE,,3109,TRUE,
164,1037,TRUE,,3128,TRUE,
165,1043,TRUE,,3161,TRUE,
166,1048,TRUE,,3198,TRUE,
167,1070,TRUE,,3250,TRUE,
168,1080,TRUE,,3277,TRUE,
169,1100,FALSE,,3291,TRUE,
170,1097,FALSE,,3293,TRUE,
171,1094,TRUE,,3295,TRUE,
172,1102,FALSE,,3299,FALSE,
173,1099,FALSE,,3296,FALSE,
174,1098,TRUE,,3293,FALSE,
175,1099,FALSE,,3292,TRUE,
176,1096,TRUE,,3310,TRUE,
177,1097,TRUE,,3337,TRUE,
178,1117,TRUE,,3364,TRUE,
179,1123,TRUE,,3372,TRUE,
180,1124,TRUE,,3376,FALSE,
181,1125,TRUE,,3371,FALSE,
182,1127,FALSE,,3367,TRUE,
183,1119,TRUE,,3377,TRUE,
184,1121,TRUE,,3431,TRUE,
185,1137,TRUE,,3484,TRUE,
186,1173,TRUE,,3526,TRUE,
187,1174,TRUE,,3534,TRUE,
188,1179,TRUE,,3560,TRUE,
189,1181,TRUE,,3585,FALSE,
190,1200,TRUE,,3579,FALSE,
191,1204,FALSE,,3558,FALSE,
192,1175,TRUE,,3534,TRUE,
193,1179,TRUE,,3548,TRUE,
194,1180,TRUE,,3563,TRUE,
195,1189,TRUE,,3578,TRUE,
196,1194,TRUE,,3586,TRUE,
197,1195,TRUE,,3591,TRUE,
198,1197,TRUE,,3602,TRUE,
199,1199,TRUE,,3605,TRUE,
200,1206,FALSE,,3614,TRUE,
201,1200,TRUE,,3619,TRUE,
202,1208,TRUE,,3632,TRUE,
203,1211,TRUE,,3638,TRUE,
204,1213,TRUE,,3656,TRUE,
205,1214,TRUE,,3673,TRUE,
206,1229,TRUE,,3730,TRUE,
207,1230,TRUE,,3779,TRUE,
208,1271,TRUE,,3828,TRUE,
209,1278,TRUE,,3839,TRUE,
210,1279,TRUE,,3849,TRUE,
211,1282,TRUE,,3855,TRUE,
212,1288,FALSE,,3864,TRUE,
213,1285,TRUE,,3866,TRUE,
214,1291,FALSE,,3875,TRUE,
215,1290,TRUE,,3881,TRUE,
216,1294,TRUE,,3890,TRUE,
217,1297,TRUE,,3896,TRUE,
218,1299,TRUE,,3919,TRUE,
219,1300,TRUE,,3944,TRUE,
220,1320,TRUE,,3967,TRUE,
221,1324,FALSE,,3975,TRUE,
222,1323,TRUE,,3980,TRUE,
223,1328,TRUE,,3987,TRUE,
224,1329,TRUE,,3990,TRUE,
225,1330,TRUE,,3995,TRUE,
226,1331,TRUE,,4002,FALSE,
227,1334,TRUE,,3982,FALSE,
228,1337,FALSE,,3961,FALSE,
229,1311,TRUE,,3938,TRUE,
230,1313,TRUE,,3947,TRUE,
231,1314,TRUE,,3957,TRUE,
232,1320,TRUE,,3961,TRUE,
233,1323,FALSE,,3964,TRUE,
234,1318,TRUE,,3972,TRUE,
235,1323,TRUE,,3993,TRUE,
236,1331,TRUE,,4010,FALSE,
237,1339,TRUE,,4007,FALSE,
238,1340,FALSE,,4002,FALSE,
239,1328,TRUE,,3998,TRUE,
240,1334,TRUE,,4012,TRUE,
241,1336,TRUE,,4021,TRUE,
242,1342,TRUE,,4035,TRUE,
243,1343,TRUE,,4050,TRUE,
244,1350,TRUE,,4066,TRUE,
245,1357,TRUE,,4093,TRUE,
246,1359,TRUE,,4114,TRUE,
247,1377,TRUE,,4139,FALSE,
248,1378,TRUE,,4130,FALSE,
249,1384,FALSE,,4121,FALSE,
250,1368,TRUE,,4108,TRUE,
251,1369,TRUE,,4120,FALSE,
252,1371,TRUE,,4111,FALSE,
253,1380,FALSE,,4089,FALSE,
254,1360,FALSE,,4083,TRUE,
255,1349,TRUE,,4096,TRUE,
256,1374,FALSE,,4123,FALSE,
257,1373,TRUE,,4121,TRUE,
258,1376,FALSE,,4130,TRUE,
259,1372,TRUE,,4138,TRUE,
260,1382,TRUE,,4157,TRUE,
261,1384,TRUE,,4168,TRUE,
262,1391,TRUE,,4183,TRUE,
263,1393,TRUE,,4195,TRUE,
264,1399,TRUE,,4206,TRUE,
265,1403,TRUE,,4226,TRUE,
266,1404,TRUE,,4250,TRUE,
267,1419,TRUE,,4271,TRUE,
268,1427,FALSE,,4306,TRUE,
269,1425,TRUE,,4334,TRUE,
270,1454,TRUE,,4367,TRUE,
271,1455,TRUE,,4372,TRUE,
